Country Name	Country Code	Indicator Name	Indicator Code	1960	1961	1962	1963	1964	1965	1966	1967	1968	1969	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022	2023
Sri Lanka	LKA	Export unit value index (2015 = 100)	TX.UVI.MRCH.XD.WD																					54.8	50.8	45.9	52.4	62.1	51.6	44.3	49.2	53.2	54.8	60.5	59.7	70.1	70.1	71.7	79.8	82.2	84.6	88.7	81.4	80.6	77.4	73.2	77.3	80.6	83.2	87	89.9	95	94.5	104.8	116.4	107.9	107.8	110.6	100	98.6	101	105.3	98.6	91.6	96.9	97.3	86.6
Sri Lanka	LKA	Travel services (% of commercial service imports)	TM.VAL.TRVL.ZS.WT																1.631116688	2.877697842	3.470249088	16.11334284	12.92091807	9.719433132	10.42716484	10.73103809	9.798386289	12.66681344	10.52975069	11.45475648	12.18904374	12.88627413	12.61535901	11.89664372	13.21672546	13.85075569	14.24472327	16.62702075	15.94855007	14.97761398	14.12705268	15.21217345	15.69914797	15.09733186	14.43752176	16.922215	16.9393304	15.80734247	15.32968557	15.81930965	15.30192978	14.39990319	16.51885859	14.72180527	12.61895874	28.55958961	34.61956676	34.60545285	35.55510474	36.78696068	36.73156888	36.62308666	36.01567275	20.91371691	28.68542367	27.16396679	7.561162938
Sri Lanka	LKA	Import value index (2015 = 100)	TM.VAL.MRCH.XD.WD																					10.75797746	9.76323767	9.67039177	9.610342969	9.857667973	9.735457838	9.806122126	10.86782926	11.94479947	11.55308271	14.18044215	16.12973076	18.19262091	21.07871304	25.22208021	27.38484045	28.60408987	30.83592999	31.33549164	31.00292586	33.17334403	31.54542477	32.24150497	35.23676232	42.10746465	46.65358656	54.17700929	59.68174663	73.68943626	53.07320989	71.35878234	107.0474158	101.3488534	95.0783222	102.5466606	100	101.3108278	110.80139	117.4189051	105.2945401	84.79397503	108.9930603		
Sri Lanka	LKA	Merchandise imports from low- and middle-income economies in Sub-Saharan Africa (% of total merchandise imports)	TM.VAL.MRCH.R6.ZS	0.978473581	0.874964719	1.008064516	1.010739103	0.728332119	0.7799805	0.258276591	0.417014178	0.657714442	0.42176356	0.179491663	0.107560438			1.318459712	0.646943765	0.128383119	0.165318524	0.882621444	1.763040266	3.871164598	2.973269957	1.751752119	2.276600783	1.474707762	1.916421007	3.399931891	2.405218536	4.397045073	5.627067489	4.361720049	2.924283222	2.204244414	1.350813743	1.370510397	1.093505914	1.35021097	0.908746687	0.856955614	0.520967472	0.48127024	0.449023068	0.559835717	0.413552831	0.756633322	0.393589509	0.254994687	0.315356531	0.323959465	0.339662096	0.366382576	0.45832734	0.31931903	0.492496075	0.297482877	0.712341137	1.132796693	1.502740723	0.937090686	1.303603461	1.641053742			
Sri Lanka	LKA	Merchandise imports from low- and middle-income economies in Europe & Central Asia (% of total merchandise imports)	TM.VAL.MRCH.R2.ZS			0.230414747	1.389766267	0.048555475		0.09391876	0.222407562	0.246642916	0.041802701	0.023400776	0.019997152			1.224010517				0.265689778	0.176117695	0.08931978	0.134022793	0.590083462	0.370286797	1.016479319	0.689594934	0.227558586	0.676923616	0.674996554	0.491893963	0.73880845	0.804702984	0.910677263	0.527512271	1.110586011	0.736442758	1.075949367	0.492237789	0.384133346	0.320724564	0.187382355	0.250904137	0.321797872	0.49130167	0.290299752	0.607770369	0.542655045	0.782810248	1.20401657	0.674225987	0.620357994	0.99941332	1.714544182	1.623339193	1.822290687	2.281246187	1.90795051	2.004969878	1.658818163	2.183123302	2.85222875			
Sri Lanka	LKA	Merchandise imports (current US$)	TM.VAL.MRCH.CD.WT	413000000	358000000	349000000	313000000	415000000	310000000	400000000	365000000	359000000	420000000	386000000	354000000	368000000	430000000	720000000	816000000	585000000	700000000	969000000	1466000000	2037000000	1849000000	1831000000	1820000000	1867000000	1843000000	1857000000	2058000000	2262000000	2188000000	2685000000	3054000000	3445000000	3991000000	4776000000	5185000000	5416000000	5839000000	5933000000	5870000000	6281000000	5973000000	6105000000	6672000000	7973000000	8834000000	10258000000	11301000000	13953000000	10049000000	13512000000	20269000000	19190000000	18003000000	19417000000	18935000000	19183000000	20980000000	22233000000	19937000000	16055000000	20637000000	18291000000	16811000000
Sri Lanka	LKA	Insurance and financial services (% of commercial service imports)	TM.VAL.INSF.ZS.WT																8.356336261	8.465227818	8.767415734	7.02301706	7.145280574	6.633078187	6.073020244	6.333773699	6.840714525	7.923380277	7.051426793	9.755865713	7.630530728	7.594769778	6.912959662	6.798291776	5.567360966	5.505611235	5.727715972	5.886084903	5.427719397	6.168203911	6.183368128	5.818666396	5.725896478	5.897978758	21.7242246	5.690495663	5.818136977	5.898144701	5.99336984	5.924460782	5.957392947	6.309604641	5.968578389	5.993046148	6.491162274	13.76762916	12.04263232	12.03487498	11.80962543	11.73981408	11.71511117	12.0121518	12.57562632	14.07528567	16.67075264	14.80891545	5.404648447
Sri Lanka	LKA	Agricultural raw materials imports (% of merchandise imports)	TM.VAL.AGRI.ZS.UN			1.626560468	1.114061591	0.927616223	2.099754568	1.17131098	1.838749003	1.157510724	1.38052515	2.10747103	1.889952224	3.090470707		3.181348675	2.355532691	2.597313599	2.064510261	2.716050258	2.158500476	1.063575759	1.554481363	1.497309687	1.504474868	1.48791915	1.879218225	1.621166064	1.856746867			1.803668666	2.154269848	1.986269617	2.059357232	1.93752119					1.195044592	1.179308175	1.279827063	1.165501354	1.111954992	1.117354364	1.218042662	1.387318747	1.35869584	1.104596703	1.164983927	1.448544723	1.567276912	1.343244577	1.263452737	1.578662016	2.190263366	2.141112159	1.822190307		1.879789135	2.160893197	2.328819122	2.169475251	1.4887492
Sri Lanka	LKA	"Share of tariff lines with specific rates, primary products (%)"	TM.TAX.TCOM.SR.ZS																															0.1916758			0	0			0.1768173	0.5211241		0.4408883	0.4768168		0.5807028	0.9505129	0.7115328	0.6207325	0.7524344	0.74225	1.189401	0.5628038	0.6904736	0.6216083		0	11.43787		0.4346426	0	0.6570842	0.7423201	0		
Sri Lanka	LKA	"Bound rate, simple mean, primary products (%)"	TM.TAX.TCOM.BR.ZS																																						47.1	47.18		47.18	47.18		47.54	47.43	47.31	47.3	47.41	47.41	47.41	47.41	47.41	47.88		47.88	47.63		47.63	47.65	47.65	47.65	47.65		
Sri Lanka	LKA	"Share of tariff lines with specific rates, all products (%)"	TM.TAX.MRCH.SR.ZS																															0.6601908			0.5245457	0.4862995			0.0740537	0.1055873		0.0502878	0.1056006		0.1055777	0.1107829	0.0795255	0.1251093	0.085746	0.408291	0.1370243	0.0696754	0.2295109	0.18573		0	5.046506		0.4149039	0.0262567	0.1048465	0.1172962	0.1068264		
Sri Lanka	LKA	"Bound rate, simple mean, all products (%)"	TM.TAX.MRCH.BR.ZS																																						29.31	29.27		29.27	29.27		30.27	30.2	30.15	30.15	30.3	30.3	30.3	30.3	30.29	31.99		31.99	31.72		31.72	31.71	31.71	31.71	31.71		
Sri Lanka	LKA	"Share of tariff lines with specific rates, manufactured products (%)"	TM.TAX.MANF.SR.ZS																															0.7167057			0.5911636	0.5483786			0.0616903	0.04996		0	0.0576111		0.0407125	0	0	0.0636537	0	0.3659669	0	0	0.1617294	0.1165758		0	4.075358		0.4128729	0.0307327	0.0124176	0	0.1260447		
Sri Lanka	LKA	"Bound rate, simple mean, manufactured products (%)"	TM.TAX.MANF.BR.ZS																																						18.18	18.11		18.11	18.11		18.05	18	18	18	17.96	17.96	17.96	17.96	17.92	17.96		17.96	17.77		17.77	17.71	17.71	17.71	17.71		
Sri Lanka	LKA	"International tourism, expenditures (% of total imports)"	ST.INT.XPND.MP.ZS																																				4.664205266	4.377553286	4.254750093	4.88386704	5.0301353	4.725472897	5.641004772	6.187017434	6.012610866	5.478886523	5.484041311	5.730895724	5.552683928	4.951567678	6.277544327	5.440742885	4.161077746	5.610113883	8.40617837	8.305377406	9.353887768	9.790235527	9.483793087	9.265818284	9.917763095	4.39486201			
Sri Lanka	LKA	"International tourism, expenditures for passenger transport items (current US$)"	ST.INT.TRNX.CD																																				93000000	91000000	100000000	124000000	123000000	143000000	152000000	175000000	183000000	203000000	238000000	293000000	316000000	349000000	324000000	375000000	425000000	509000000	620000000	659000000	732000000	753000000	810000000	827000000	798000000	354000000			
Sri Lanka	LKA	"International tourism, number of departures"	ST.INT.DPRT																																				504000	494000	531000	518000	497000	524000	505000	533000	561000	680000	727000	757000	862000	966000	963000	1122000	1239000	1269000	1262000	1311000	1356000	1448000	1439000	1476000	1441000	305000			
Sri Lanka	LKA	Urban population	SP.URB.TOTL	1607588	1662998	1720042	1779146	1833103	1888127	1944343	2002247	2061583	2120861	2180176	2239494	2298257	2356856	2414753	2472570	2531373	2590965	2652470	2716459	2780564	2838550	2880871	2919360	2956902	2995267	3034658	3074789	3114212	3151922	3188779	3225554	3261230	3295777	3327309	3355216	3379037	3399620	3417229	3434609	3451097	3474709	3506624	3539045	3570452	3600908	3633955	3668772	3703550	3736413	3767051	3798768	3824280	3845557	3869404	3895227	3923222	3953813	4003749	4052088	4101702	4178622	4220157	4233528
Sri Lanka	LKA	Rural population	SP.RUR.TOTL	8176283	8359890	8547025	8738385	8940983	9147097	9355378	9568761	9785232	9998346	10208593	10415157	10616200	10812881	11003523	11190303	11378797	11568087	11762346	11963928	12163081	12360368	12557882	12739082	12915675	13097071	13283337	13472350	13659524	13838653	14015315	14191042	14363227	14529834	14684435	14822356	14943469	15049503	15143569	15235802	15325274	15445566	15604083	15764135	15919979	16072958	16236751	16409883	16582093	16746064	16901506	17060975	17192867	17286199	17370053	17441470	17502272	17553000	17666251	17750912	17817298	17977378	17960843	17803472
Sri Lanka	LKA	"Completeness of birth registration, rural (%)"	SP.REG.BRTH.RU.ZS																																																97.6																
Sri Lanka	LKA	"Population, male"	SP.POP.TOTL.MA.IN	5159694	5273799	5390678	5510759	5633772	5758887	5885497	6015257	6147071	6277046	6406116	6534358	6659761	6782676	6902029	7019252	7137823	7257214	7380383	7508225	7634256	7756200	7870288	7973970	8074325	8176936	8281996	8387761	8490910	8586933	8680922	8775140	8867266	8957306	9039920	9110921	9170494	9220665	9263025	9305256	9346333	9400695	9472882	9546233	9617730	9688144	9764340	9844210	9922130	9993388	10059778	10131202	10192526	10237951	10280468	10318912	10353683	10385204	10457023	10514808	10564472	10674405	10682766	10608547
Sri Lanka	LKA	Technicians in R&D (per million people)	SP.POP.TECH.RD.P6																																					45.35237								76.02973		64.58173		78.61295		91.35446			60.88163	82.68991	74.70815								
Sri Lanka	LKA	"Age dependency ratio, old (% of working-age population)"	SP.POP.DPND.OL	8.650619831	8.336871601	8.060920722	7.823040926	7.636245978	7.499138491	7.402663807	7.344593996	7.316106138	7.306493532	7.330356807	7.39603355	7.470305784	7.53723983	7.607652696	7.686329733	7.775781584	7.87049894	7.979399653	8.104771718	8.238222237	8.382001272	8.529398132	8.680853606	8.845554996	9.016470712	9.186792774	9.353068113	9.513727263	9.670735982	9.828020135	9.986111472	10.1433039	10.29205931	10.411647	10.50447747	10.57962374	10.64530511	10.71211227	10.78945701	10.81669094	10.78159492	10.76059037	10.75920531	10.76344136	10.7804298	10.81887988	10.92461248	11.07102791	11.2393771	11.43432493	11.65324409	12.00815465	12.49794234	13.03989731	13.6105714	14.16991597	14.74006987	15.33710809	15.92333018	16.46549402	16.9996494	17.57444525	18.14670633
Sri Lanka	LKA	"Population ages 80 and above, female (% of female population)"	SP.POP.80UP.FE.5Y	0.967815253	0.903973468	0.846999696	0.795332881	0.749458034	0.710947765	0.679820288	0.654852903	0.635318007	0.621148578	0.614810854	0.616204058	0.621389063	0.628129276	0.636056355	0.645002079	0.654802489	0.66414188	0.67637297	0.6953622	0.719677166	0.748436257	0.781690923	0.819008669	0.85998113	0.903295878	0.948612612	0.996154364	1.045681688	1.09586997	1.147137474	1.199982966	1.253181528	1.306399515	1.357527745	1.405634704	1.450724715	1.492437929	1.531727171	1.57161307	1.590672191	1.595469632	1.609284419	1.623258709	1.635955551	1.645103797	1.653329117	1.666871042	1.669173539	1.656426104	1.634655446	1.605395515	1.624232387	1.676292091	1.72834822	1.779899418	1.837310084	1.930494137	2.0128731	2.080226308	2.161181645	2.236215903	2.352228998	2.494650819
Sri Lanka	LKA	"Population ages 70-74, female (% of female population)"	SP.POP.7074.FE.5Y	1.030529102	1.016258172	1.012214161	1.013926839	1.015939783	1.018064237	1.020616986	1.022129949	1.024888135	1.033504554	1.049826891	1.073289943	1.102387622	1.133729582	1.163583974	1.190668283	1.214881546	1.23517089	1.254152343	1.275724201	1.300026671	1.326511363	1.35600821	1.387915606	1.419959151	1.451297104	1.481788387	1.511138472	1.54182271	1.576750702	1.617736918	1.665541085	1.719518279	1.777487255	1.834431884	1.887675952	1.938120273	1.986144488	2.030997318	2.071722251	2.101566181	2.109126774	2.103825511	2.101113079	2.104783686	2.108645619	2.120316931	2.147385618	2.16797163	2.174307138	2.191095489	2.206371976	2.262046865	2.376598334	2.51709795	2.67008284	2.823196675	2.973185039	3.14923526	3.342149468	3.524155822	3.686858164	3.81176566	3.912820191
Sri Lanka	LKA	"Population ages 65 and above, male"	SP.POP.65UP.MA.IN	263441	259190	256163	254196	253395	253931	255861	259137	263511	268630	275327	284299	293973	303618	313750	324399	335552	346970	359224	372131	385027	398225	411706	425524	439978	454904	469965	484660	498653	511743	524575	537623	550844	564200	576001	585328	592512	597740	601464	605462	606396	605584	607726	611070	615081	620279	627572	638536	651554	665784	681785	700490	721878	744925	771141	800082	829515	859486	894927	929957	962790	1002541	1035927	1060335
Sri Lanka	LKA	"Population ages 65-69, female (% of female population)"	SP.POP.6569.FE.5Y	1.415116373	1.41104972	1.405148359	1.400253637	1.402550369	1.413556412	1.43252266	1.459370528	1.490365181	1.5200882	1.548050673	1.575055055	1.598878539	1.62056539	1.644175063	1.669992664	1.696701181	1.724359386	1.752394383	1.779435669	1.806170243	1.832872077	1.859406224	1.889173142	1.926117422	1.969906266	2.019985319	2.077186521	2.138569485	2.197189957	2.250816949	2.301307789	2.348001774	2.390840054	2.429606287	2.46503905	2.497390738	2.526624845	2.555230436	2.586711058	2.61788963	2.638661718	2.656787466	2.678460656	2.695361685	2.717304632	2.739565204	2.779437478	2.851909662	2.956691613	3.084190642	3.226697202	3.375272908	3.560596892	3.766072593	3.958304507	4.133926238	4.266779396	4.366950367	4.435687142	4.465857417	4.518659224	4.595802231	4.648128945
Sri Lanka	LKA	"Population ages 55-59, female (% of female population)"	SP.POP.5559.FE.5Y	2.398166766	2.419685378	2.435757279	2.448673761	2.463545762	2.482195508	2.504338109	2.529720777	2.556492011	2.582255094	2.607881487	2.633509109	2.656683662	2.68048168	2.71242041	2.753159346	2.800675837	2.855427579	2.912807821	2.964852367	3.009300983	3.048402479	3.084198915	3.11725996	3.145281587	3.167703927	3.184731606	3.19653655	3.207015142	3.221222034	3.241428191	3.269830917	3.30856093	3.356571331	3.409763723	3.46832014	3.535233564	3.610738848	3.696503851	3.796114426	3.910148405	4.031832498	4.162931384	4.310410607	4.446154097	4.579157893	4.720672855	4.848299053	4.961204271	5.059991628	5.121837761	5.198838798	5.275538053	5.306414733	5.381810066	5.516848191	5.628984274	5.706251933	5.774626326	5.790314212	5.781351364	5.761987113	5.733259418	5.731506594
Sri Lanka	LKA	"Population ages 45-49, female (% of female population)"	SP.POP.4549.FE.5Y	3.686817419	3.703279061	3.714849246	3.726083765	3.746132654	3.777156387	3.818468941	3.869503523	3.92461486	3.975001716	4.015944097	4.049601212	4.07612104	4.094300963	4.105223766	4.109768738	4.106249716	4.094720559	4.078779631	4.064604513	4.057316149	4.060196826	4.078330552	4.111134231	4.150410621	4.194872225	4.248152594	4.310175359	4.383038809	4.471721371	4.578565351	4.702830171	4.845018226	4.987164684	5.088302	5.157212671	5.219977858	5.267489177	5.311014295	5.383247795	5.476128226	5.583450403	5.711673091	5.848550482	5.999006756	6.156219542	6.281124873	6.366578745	6.426330186	6.431855351	6.40774434	6.356815559	6.295767769	6.269682344	6.241761615	6.198296382	6.203244438	6.234889495	6.212362397	6.18677933	6.182373065	6.184397236	6.205731302	6.314174102
Sri Lanka	LKA	"Population ages 35-39, female (% of female population)"	SP.POP.3539.FE.5Y	5.490651528	5.507067304	5.512788254	5.506382706	5.488175869	5.461791011	5.428597814	5.387092997	5.344161071	5.311048429	5.28997754	5.282850791	5.292678869	5.315606035	5.345492992	5.381130955	5.423400084	5.472027489	5.52754611	5.594659295	5.679517514	5.782632098	5.908279017	6.037668426	6.119627442	6.1644058	6.204275287	6.228501731	6.249315979	6.304718085	6.384149	6.458228798	6.543919163	6.663454478	6.810889291	6.955555753	7.07731808	7.168960793	7.22847366	7.265795387	7.295129283	7.322130142	7.349579117	7.359473852	7.326612039	7.257987592	7.195558364	7.135912109	7.04389593	6.959332072	6.90123181	6.855788392	6.839001569	6.924696792	7.08337662	7.27191957	7.452764503	7.550719844	7.538918244	7.428017859	7.248869166	7.002718254	6.750817083	6.540744758
Sri Lanka	LKA	"Population ages 25-29, female (% of female population)"	SP.POP.2529.FE.5Y	7.182822547	7.138338231	7.119520202	7.119977415	7.129028778	7.147496454	7.180575244	7.225098171	7.284572781	7.369413476	7.480552524	7.614879285	7.772511424	7.925092621	8.014667646	8.052979233	8.073758767	8.064981526	8.040030237	8.04282642	8.066386128	8.078916869	8.106195121	8.179357257	8.290767707	8.40809475	8.510995335	8.589306685	8.636327225	8.661630438	8.677520529	8.692290975	8.721980599	8.747009223	8.733224147	8.686983282	8.613198934	8.5047149	8.382900764	8.260135577	8.15394338	8.108603957	8.109704016	8.168538367	8.305629837	8.476637519	8.620101003	8.683509462	8.625517103	8.470640704	8.258626345	7.98734497	7.698523579	7.441972413	7.243487185	7.076081668	6.975922909	6.954794354	6.93728077	6.896997802	6.846562895	6.767477771	6.650047409	6.544078363
Sri Lanka	LKA	"Population ages 15-64, total"	SP.POP.1564.TO	5286442	5428739	5581943	5741757	5899954	6059136	6225151	6396841	6572786	6751118	6932241	7115733	7301843	7493791	7690309	7886664	8079265	8267608	8454809	8640996	8821964	8996169	9168865	9341973	9515672	9695756	9884135	10080072	10279252	10469410	10655259	10844922	11035359	11232650	11437518	11636714	11824740	11995504	12143310	12279098	12404117	12548060	12713085	12868311	13015289	13155533	13299704	13442994	13577592	13700003	13814694	13932867	14009180	14039031	14063554	14087748	14117896	14148610	14234737	14307585	14381014	14540694	14560801	14471414
Sri Lanka	LKA	"Population ages 15-64, female"	SP.POP.1564.FE.IN	2445775	2520903	2601531	2685759	2769504	2853889	2941857	3032860	3126174	3220785	3316536	3413081	3510823	3611419	3714366	3817409	3918811	4018346	4117345	4216101	4312688	4406022	4498616	4591455	4684836	4781614	4882550	4987472	5094459	5198586	5300512	5403115	5505531	5609780	5716843	5821467	5920668	6010935	6089797	6162049	6228900	6309212	6404192	6495798	6584446	6670734	6761334	6853264	6942182	7026370	7105616	7183759	7231199	7246803	7258642	7269544	7283503	7296834	7337880	7372077	7406475	7484046	7488920	7437741
Sri Lanka	LKA	"Population ages 10-14, female (% of female population)"	SP.POP.1014.FE.5Y	12.33750085	12.32099591	12.26726375	12.19723129	12.178107	12.19428365	12.19512488	12.20275961	12.2521994	12.33898723	12.41593821	12.45414027	12.44406503	12.38240875	12.29284374	12.19619358	12.10086311	12.0302076	11.95364374	11.82547967	11.66841111	11.49522258	11.3011959	11.11261631	10.93367392	10.7738811	10.67450357	10.62277664	10.62676491	10.72333154	10.84482397	10.92424124	10.91444734	10.75708319	10.4806949	10.15758133	9.807351651	9.480094588	9.225129418	9.024410167	8.869597934	8.743878866	8.653208442	8.59120642	8.516803051	8.427963024	8.312299974	8.157848325	8.00578028	7.891986992	7.829283857	7.815052188	7.828523511	7.854789587	7.892360879	7.930772477	7.963692661	7.991456452	8.004231661	7.986101462	7.920948662	7.826724641	7.727923737	7.626183342
Sri Lanka	LKA	"Population ages 0-14, total"	SP.POP.0014.TO	4040119	4141562	4235168	4326594	4423596	4521705	4613742	4704345	4793156	4874819	4948370	5012636	5067144	5111122	5142916	5170014	5202679	5240742	5285364	5339057	5394908	5448690	5487839	5505506	5515190	5522366	5525825	5524270	5516544	5508696	5501633	5488687	5469748	5436890	5383393	5318482	5246753	5176661	5116683	5066464	5030539	5019334	5029619	5050341	5074249	5100110	5132124	5167067	5204872	5242679	5274245	5303245	5325723	5338135	5342030	5331526	5307103	5272688	5252066	5217171	5170081	5143439	5061219	4939502
Sri Lanka	LKA	"Population ages 0-14, female"	SP.POP.0014.FE.IN	1984533	2034788	2081066	2126028	2173671	2221996	2267401	2312207	2356210	2396736	2433287	2465230	2492376	2514434	2530580	2544417	2560862	2579759	2601669	2627859	2654955	2680862	2699506	2707579	2711679	2714477	2715379	2713770	2709079	2704331	2700033	2692978	2683154	2666656	2640148	2608136	2572844	2538305	2508635	2483720	2465820	2463070	2473356	2487692	2502444	2517043	2533726	2551122	2569706	2588707	2605331	2621641	2633055	2637338	2637614	2630900	2617330	2598747	2586826	2567828	2542938	2528223	2486262	2424963
Sri Lanka	LKA	Women who were first married by age 18 (% of women ages 20-24)	SP.M18.2024.FE.ZS																												13.7																													9.8							
Sri Lanka	LKA	"Survival to age 65, male (% of cohort)"	SP.DYN.TO65.MA.ZS	56.054042	56.926513	57.643241	57.795217	58.021593	58.462287	58.998775	59.271927	59.586301	59.626101	62.437536	63.683394	63.508931	63.525784	63.429888	63.608748	63.853165	63.591533	65.31006	65.238784	65.762808	66.332494	66.892642	67.126997	67.411877	67.521065	67.860577	67.111948	66.651794	61.980133	66.857935	65.984141	68.033803	69.476768	69.028895	66.957627	67.177822	66.651731	66.528896	67.968626	63.719652	64.53566	65.373165	66.024531	60.484401	67.719175	66.483876	66.523805	64.890771	60.397575	70.104072	70.351753	71.621453	72.000889	73.043973	73.683882	74.437976	74.718318	75.58353	76.071946	76.788789	78.278397	77.108228	
