,Diesel End User Price
Region,Sri Lanka
Subnational,
Frequency,Weekly beginning at Monday
Unit,USD/l
Source,Organisation for Economic Co-operation and Development
Status,Active
Series ID,496710137
SR Code,SR174158057
Trade Code,
Mnemonic,
Function Description,DISAGGREGATE(Weekly; Sunday; Distribute)
First Obs. Date,01/01/1990
Last Obs. Date,12/27/2021
Last Update Time,31/01/2024
Series remarks,
Suggestions,
Mean,0.03811377245508982
Variance,0.0000856905059023934
Standard Deviation,0.009256916652017205
Skewness,0.2919590936354149
Kurtosis,-0.4914538275474065
Coefficient Variation,0.24287589644726995
Min,0.02153846153846154
Max,0.05730769230769231
Median,0.04576923076923077
Sum,
Subtract,
12/03/2007,0.05075471698113
12/10/2007,0.05075471698113
12/17/2007,0.05075471698113
12/24/2007,0.05075471698113
12/31/2007,0.05075471698113
01/07/2008,0.05730769230769
01/14/2008,0.05730769230769
01/21/2008,0.05730769230769
01/28/2008,0.05730769230769
02/04/2008,0.05730769230769
02/11/2008,0.05730769230769
02/18/2008,0.05730769230769
02/25/2008,0.05730769230769
03/03/2008,0.05730769230769
03/10/2008,0.05730769230769
03/17/2008,0.05730769230769
03/24/2008,0.05730769230769
03/31/2008,0.05730769230769
04/07/2008,0.05730769230769
04/14/2008,0.05730769230769
04/21/2008,0.05730769230769
04/28/2008,0.05730769230769
05/05/2008,0.05730769230769
05/12/2008,0.05730769230769
05/19/2008,0.05730769230769
05/26/2008,0.05730769230769
06/02/2008,0.05730769230769
06/09/2008,0.05730769230769
06/16/2008,0.05730769230769
06/23/2008,0.05730769230769
06/30/2008,0.05730769230769
07/07/2008,0.05730769230769
07/14/2008,0.05730769230769
07/21/2008,0.05730769230769
07/28/2008,0.05730769230769
08/04/2008,0.05730769230769
08/11/2008,0.05730769230769
08/18/2008,0.05730769230769
08/25/2008,0.05730769230769
09/01/2008,0.05730769230769
09/08/2008,0.05730769230769
09/15/2008,0.05730769230769
09/22/2008,0.05730769230769
09/29/2008,0.05730769230769
10/06/2008,0.05730769230769
10/13/2008,0.05730769230769
10/20/2008,0.05730769230769
10/27/2008,0.05730769230769
11/03/2008,0.05730769230769
11/10/2008,0.05730769230769
11/17/2008,0.05730769230769
11/24/2008,0.05730769230769
12/01/2008,0.05730769230769
12/08/2008,0.05730769230769
12/15/2008,0.05730769230769
12/22/2008,0.05730769230769
12/29/2008,0.05730769230769
01/05/2009,0.0425
01/12/2009,0.0425
01/19/2009,0.0425
01/26/2009,0.0425
02/02/2009,0.0425
02/09/2009,0.0425
02/16/2009,0.0425
02/23/2009,0.0425
03/02/2009,0.0425
03/09/2009,0.0425
03/16/2009,0.0425
03/23/2009,0.0425
03/30/2009,0.0425
04/06/2009,0.0425
04/13/2009,0.0425
04/20/2009,0.0425
04/27/2009,0.0425
05/04/2009,0.0425
05/11/2009,0.0425
05/18/2009,0.0425
05/25/2009,0.0425
06/01/2009,0.0425
06/08/2009,0.0425
06/15/2009,0.0425
06/22/2009,0.0425
06/29/2009,0.0425
07/06/2009,0.0425
07/13/2009,0.0425
07/20/2009,0.0425
07/27/2009,0.0425
08/03/2009,0.0425
08/10/2009,0.0425
08/17/2009,0.0425
08/24/2009,0.0425
08/31/2009,0.0425
09/07/2009,0.0425
09/14/2009,0.0425
09/21/2009,0.0425
09/28/2009,0.0425
10/05/2009,0.0425
10/12/2009,0.0425
10/19/2009,0.0425
10/26/2009,0.0425
11/02/2009,0.0425
11/09/2009,0.0425
11/16/2009,0.0425
11/23/2009,0.0425
11/30/2009,0.0425
12/07/2009,0.0425
12/14/2009,0.0425
12/21/2009,0.0425
12/28/2009,0.0425
01/04/2010,0.04076923076923
01/11/2010,0.04076923076923
01/18/2010,0.04076923076923
01/25/2010,0.04076923076923
02/01/2010,0.04076923076923
02/08/2010,0.04076923076923
02/15/2010,0.04076923076923
02/22/2010,0.04076923076923
03/01/2010,0.04076923076923
03/08/2010,0.04076923076923
03/15/2010,0.04076923076923
03/22/2010,0.04076923076923
03/29/2010,0.04076923076923
04/05/2010,0.04076923076923
04/12/2010,0.04076923076923
04/19/2010,0.04076923076923
04/26/2010,0.04076923076923
05/03/2010,0.04076923076923
05/10/2010,0.04076923076923
05/17/2010,0.04076923076923
05/24/2010,0.04076923076923
05/31/2010,0.04076923076923
06/07/2010,0.04076923076923
06/14/2010,0.04076923076923
06/21/2010,0.04076923076923
06/28/2010,0.04076923076923
07/05/2010,0.04076923076923
07/12/2010,0.04076923076923
07/19/2010,0.04076923076923
07/26/2010,0.04076923076923
08/02/2010,0.04076923076923
08/09/2010,0.04076923076923
08/16/2010,0.04076923076923
08/23/2010,0.04076923076923
08/30/2010,0.04076923076923
09/06/2010,0.04076923076923
09/13/2010,0.04076923076923
09/20/2010,0.04076923076923
09/27/2010,0.04076923076923
10/04/2010,0.04076923076923
10/11/2010,0.04076923076923
10/18/2010,0.04076923076923
10/25/2010,0.04076923076923
11/01/2010,0.04076923076923
11/08/2010,0.04076923076923
11/15/2010,0.04076923076923
11/22/2010,0.04076923076923
11/29/2010,0.04076923076923
12/06/2010,0.04076923076923
12/13/2010,0.04076923076923
12/20/2010,0.04076923076923
12/27/2010,0.04076923076923
01/03/2011,0.04019230769231
01/10/2011,0.04019230769231
01/17/2011,0.04019230769231
01/24/2011,0.04019230769231
01/31/2011,0.04019230769231
02/07/2011,0.04019230769231
02/14/2011,0.04019230769231
02/21/2011,0.04019230769231
02/28/2011,0.04019230769231
03/07/2011,0.04019230769231
03/14/2011,0.04019230769231
03/21/2011,0.04019230769231
03/28/2011,0.04019230769231
04/04/2011,0.04019230769231
04/11/2011,0.04019230769231
04/18/2011,0.04019230769231
04/25/2011,0.04019230769231
05/02/2011,0.04019230769231
05/09/2011,0.04019230769231
05/16/2011,0.04019230769231
05/23/2011,0.04019230769231
05/30/2011,0.04019230769231
06/06/2011,0.04019230769231
06/13/2011,0.04019230769231
06/20/2011,0.04019230769231
06/27/2011,0.04019230769231
07/04/2011,0.04019230769231
07/11/2011,0.04019230769231
07/18/2011,0.04019230769231
07/25/2011,0.04019230769231
08/01/2011,0.04019230769231
08/08/2011,0.04019230769231
08/15/2011,0.04019230769231
08/22/2011,0.04019230769231
08/29/2011,0.04019230769231
09/05/2011,0.04019230769231
09/12/2011,0.04019230769231
09/19/2011,0.04019230769231
09/26/2011,0.04019230769231
10/03/2011,0.04019230769231
10/10/2011,0.04019230769231
10/17/2011,0.04019230769231
10/24/2011,0.04019230769231
10/31/2011,0.04019230769231
11/07/2011,0.04019230769231
11/14/2011,0.04019230769231
11/21/2011,0.04019230769231
11/28/2011,0.04019230769231
12/05/2011,0.04019230769231
12/12/2011,0.04019230769231
12/19/2011,0.04019230769231
12/26/2011,0.04019230769231
01/02/2012,0.05339622641509
01/09/2012,0.05339622641509
01/16/2012,0.05339622641509
01/23/2012,0.05339622641509
01/30/2012,0.05339622641509
02/06/2012,0.05339622641509
02/13/2012,0.05339622641509
02/20/2012,0.05339622641509
02/27/2012,0.05339622641509
03/05/2012,0.05339622641509
03/12/2012,0.05339622641509
03/19/2012,0.05339622641509
03/26/2012,0.05339622641509
04/02/2012,0.05339622641509
04/09/2012,0.05339622641509
04/16/2012,0.05339622641509
04/23/2012,0.05339622641509
04/30/2012,0.05339622641509
05/07/2012,0.05339622641509
05/14/2012,0.05339622641509
05/21/2012,0.05339622641509
05/28/2012,0.05339622641509
06/04/2012,0.05339622641509
06/11/2012,0.05339622641509
06/18/2012,0.05339622641509
06/25/2012,0.05339622641509
07/02/2012,0.05339622641509
07/09/2012,0.05339622641509
07/16/2012,0.05339622641509
07/23/2012,0.05339622641509
07/30/2012,0.05339622641509
08/06/2012,0.05339622641509
08/13/2012,0.05339622641509
08/20/2012,0.05339622641509
08/27/2012,0.05339622641509
09/03/2012,0.05339622641509
09/10/2012,0.05339622641509
09/17/2012,0.05339622641509
09/24/2012,0.05339622641509
10/01/2012,0.05339622641509
10/08/2012,0.05339622641509
10/15/2012,0.05339622641509
10/22/2012,0.05339622641509
10/29/2012,0.05339622641509
11/05/2012,0.05339622641509
11/12/2012,0.05339622641509
11/19/2012,0.05339622641509
11/26/2012,0.05339622641509
12/03/2012,0.05339622641509
12/10/2012,0.05339622641509
12/17/2012,0.05339622641509
12/24/2012,0.05339622641509
12/31/2012,0.05339622641509
01/07/2013,0.05480769230769
01/14/2013,0.05480769230769
01/21/2013,0.05480769230769
01/28/2013,0.05480769230769
02/04/2013,0.05480769230769
02/11/2013,0.05480769230769
02/18/2013,0.05480769230769
02/25/2013,0.05480769230769
03/04/2013,0.05480769230769
03/11/2013,0.05480769230769
03/18/2013,0.05480769230769
03/25/2013,0.05480769230769
04/01/2013,0.05480769230769
04/08/2013,0.05480769230769
04/15/2013,0.05480769230769
04/22/2013,0.05480769230769
04/29/2013,0.05480769230769
05/06/2013,0.05480769230769
05/13/2013,0.05480769230769
05/20/2013,0.05480769230769
05/27/2013,0.05480769230769
06/03/2013,0.05480769230769
06/10/2013,0.05480769230769
06/17/2013,0.05480769230769
06/24/2013,0.05480769230769
07/01/2013,0.05480769230769
07/08/2013,0.05480769230769
07/15/2013,0.05480769230769
07/22/2013,0.05480769230769
07/29/2013,0.05480769230769
08/05/2013,0.05480769230769
08/12/2013,0.05480769230769
08/19/2013,0.05480769230769
08/26/2013,0.05480769230769
09/02/2013,0.05480769230769
09/09/2013,0.05480769230769
09/16/2013,0.05480769230769
09/23/2013,0.05480769230769
09/30/2013,0.05480769230769
10/07/2013,0.05480769230769
10/14/2013,0.05480769230769
10/21/2013,0.05480769230769
10/28/2013,0.05480769230769
11/04/2013,0.05480769230769
11/11/2013,0.05480769230769
11/18/2013,0.05480769230769
11/25/2013,0.05480769230769
12/02/2013,0.05480769230769
12/09/2013,0.05480769230769
12/16/2013,0.05480769230769
12/23/2013,0.05480769230769
12/30/2013,0.05480769230769
01/06/2014,0.05288461538462
01/13/2014,0.05288461538462
01/20/2014,0.05288461538462
01/27/2014,0.05288461538462
02/03/2014,0.05288461538462
02/10/2014,0.05288461538462
02/17/2014,0.05288461538462
02/24/2014,0.05288461538462
03/03/2014,0.05288461538462
03/10/2014,0.05288461538462
03/17/2014,0.05288461538462
03/24/2014,0.05288461538462
03/31/2014,0.05288461538462
04/07/2014,0.05288461538462
04/14/2014,0.05288461538462
04/21/2014,0.05288461538462
04/28/2014,0.05288461538462
05/05/2014,0.05288461538462
05/12/2014,0.05288461538462
05/19/2014,0.05288461538462
05/26/2014,0.05288461538462
06/02/2014,0.05288461538462
06/09/2014,0.05288461538462
06/16/2014,0.05288461538462
06/23/2014,0.05288461538462
06/30/2014,0.05288461538462
07/07/2014,0.05288461538462
07/14/2014,0.05288461538462
07/21/2014,0.05288461538462
07/28/2014,0.05288461538462
08/04/2014,0.05288461538462
08/11/2014,0.05288461538462
08/18/2014,0.05288461538462
08/25/2014,0.05288461538462
09/01/2014,0.05288461538462
09/08/2014,0.05288461538462
09/15/2014,0.05288461538462
09/22/2014,0.05288461538462
09/29/2014,0.05288461538462
10/06/2014,0.05288461538462
10/13/2014,0.05288461538462
10/20/2014,0.05288461538462
10/27/2014,0.05288461538462
11/03/2014,0.05288461538462
11/10/2014,0.05288461538462
11/17/2014,0.05288461538462
11/24/2014,0.05288461538462
12/01/2014,0.05288461538462
12/08/2014,0.05288461538462
12/15/2014,0.05288461538462
12/22/2014,0.05288461538462
12/29/2014,0.05288461538462
01/05/2015,0.04076923076923
01/12/2015,0.04076923076923
01/19/2015,0.04076923076923
01/26/2015,0.04076923076923
02/02/2015,0.04076923076923
02/09/2015,0.04076923076923
02/16/2015,0.04076923076923
02/23/2015,0.04076923076923
03/02/2015,0.04076923076923
03/09/2015,0.04076923076923
03/16/2015,0.04076923076923
03/23/2015,0.04076923076923
03/30/2015,0.04076923076923
04/06/2015,0.04076923076923
04/13/2015,0.04076923076923
04/20/2015,0.04076923076923
04/27/2015,0.04076923076923
05/04/2015,0.04076923076923
05/11/2015,0.04076923076923
05/18/2015,0.04076923076923
05/25/2015,0.04076923076923
06/01/2015,0.04076923076923
06/08/2015,0.04076923076923
06/15/2015,0.04076923076923
06/22/2015,0.04076923076923
06/29/2015,0.04076923076923
07/06/2015,0.04076923076923
07/13/2015,0.04076923076923
07/20/2015,0.04076923076923
07/27/2015,0.04076923076923
08/03/2015,0.04076923076923
08/10/2015,0.04076923076923
08/17/2015,0.04076923076923
08/24/2015,0.04076923076923
08/31/2015,0.04076923076923
09/07/2015,0.04076923076923
09/14/2015,0.04076923076923
09/21/2015,0.04076923076923
09/28/2015,0.04076923076923
10/05/2015,0.04076923076923
10/12/2015,0.04076923076923
10/19/2015,0.04076923076923
10/26/2015,0.04076923076923
11/02/2015,0.04076923076923
11/09/2015,0.04076923076923
11/16/2015,0.04076923076923
11/23/2015,0.04076923076923
11/30/2015,0.04076923076923
12/07/2015,0.04076923076923
12/14/2015,0.04076923076923
12/21/2015,0.04076923076923
12/28/2015,0.04076923076923
01/04/2016,0.03884615384615
01/11/2016,0.03884615384615
01/18/2016,0.03884615384615
01/25/2016,0.03884615384615
02/01/2016,0.03884615384615
02/08/2016,0.03884615384615
02/15/2016,0.03884615384615
02/22/2016,0.03884615384615
02/29/2016,0.03884615384615
03/07/2016,0.03884615384615
03/14/2016,0.03884615384615
03/21/2016,0.03884615384615
03/28/2016,0.03884615384615
04/04/2016,0.03884615384615
04/11/2016,0.03884615384615
04/18/2016,0.03884615384615
04/25/2016,0.03884615384615
05/02/2016,0.03884615384615
05/09/2016,0.03884615384615
05/16/2016,0.03884615384615
05/23/2016,0.03884615384615
05/30/2016,0.03884615384615
06/06/2016,0.03884615384615
06/13/2016,0.03884615384615
06/20/2016,0.03884615384615
06/27/2016,0.03884615384615
07/04/2016,0.03884615384615
07/11/2016,0.03884615384615
07/18/2016,0.03884615384615
07/25/2016,0.03884615384615
08/01/2016,0.03884615384615
08/08/2016,0.03884615384615
08/15/2016,0.03884615384615
08/22/2016,0.03884615384615
08/29/2016,0.03884615384615
09/05/2016,0.03884615384615
09/12/2016,0.03884615384615
09/19/2016,0.03884615384615
09/26/2016,0.03884615384615
10/03/2016,0.03884615384615
10/10/2016,0.03884615384615
10/17/2016,0.03884615384615
10/24/2016,0.03884615384615
10/31/2016,0.03884615384615
11/07/2016,0.03884615384615
11/14/2016,0.03884615384615
11/21/2016,0.03884615384615
11/28/2016,0.03884615384615
12/05/2016,0.03884615384615
12/12/2016,0.03884615384615
12/19/2016,0.03884615384615
12/26/2016,0.03884615384615
01/02/2017,0.03615384615385
01/09/2017,0.03615384615385
01/16/2017,0.03615384615385
01/23/2017,0.03615384615385
01/30/2017,0.03615384615385
02/06/2017,0.03615384615385
02/13/2017,0.03615384615385
02/20/2017,0.03615384615385
02/27/2017,0.03615384615385
03/06/2017,0.03615384615385
03/13/2017,0.03615384615385
03/20/2017,0.03615384615385
03/27/2017,0.03615384615385
04/03/2017,0.03615384615385
04/10/2017,0.03615384615385
04/17/2017,0.03615384615385
04/24/2017,0.03615384615385
05/01/2017,0.03615384615385
05/08/2017,0.03615384615385
05/15/2017,0.03615384615385
05/22/2017,0.03615384615385
05/29/2017,0.03615384615385
06/05/2017,0.03615384615385
06/12/2017,0.03615384615385
06/19/2017,0.03615384615385
06/26/2017,0.03615384615385
07/03/2017,0.03615384615385
07/10/2017,0.03615384615385
07/17/2017,0.03615384615385
07/24/2017,0.03615384615385
07/31/2017,0.03615384615385
08/07/2017,0.03615384615385
08/14/2017,0.03615384615385
08/21/2017,0.03615384615385
08/28/2017,0.03615384615385
09/04/2017,0.03615384615385
09/11/2017,0.03615384615385
09/18/2017,0.03615384615385
09/25/2017,0.03615384615385
10/02/2017,0.03615384615385
10/09/2017,0.03615384615385
10/16/2017,0.03615384615385
10/23/2017,0.03615384615385
10/30/2017,0.03615384615385
11/06/2017,0.03615384615385
11/13/2017,0.03615384615385
11/20/2017,0.03615384615385
11/27/2017,0.03615384615385
12/04/2017,0.03615384615385
12/11/2017,0.03615384615385
12/18/2017,0.03615384615385
12/25/2017,0.03615384615385
01/01/2018,0.03924528301887
01/08/2018,0.03924528301887
01/15/2018,0.03924528301887
01/22/2018,0.03924528301887
01/29/2018,0.03924528301887
02/05/2018,0.03924528301887
02/12/2018,0.03924528301887
02/19/2018,0.03924528301887
02/26/2018,0.03924528301887
03/05/2018,0.03924528301887
03/12/2018,0.03924528301887
03/19/2018,0.03924528301887
03/26/2018,0.03924528301887
04/02/2018,0.03924528301887
04/09/2018,0.03924528301887
04/16/2018,0.03924528301887
04/23/2018,0.03924528301887
04/30/2018,0.03924528301887
05/07/2018,0.03924528301887
05/14/2018,0.03924528301887
05/21/2018,0.03924528301887
05/28/2018,0.03924528301887
06/04/2018,0.03924528301887
06/11/2018,0.03924528301887
06/18/2018,0.03924528301887
06/25/2018,0.03924528301887
07/02/2018,0.03924528301887
07/09/2018,0.03924528301887
07/16/2018,0.03924528301887
07/23/2018,0.03924528301887
07/30/2018,0.03924528301887
08/06/2018,0.03924528301887
08/13/2018,0.03924528301887
08/20/2018,0.03924528301887
08/27/2018,0.03924528301887
09/03/2018,0.03924528301887
09/10/2018,0.03924528301887
09/17/2018,0.03924528301887
09/24/2018,0.03924528301887
10/01/2018,0.03924528301887
10/08/2018,0.03924528301887
10/15/2018,0.03924528301887
10/22/2018,0.03924528301887
10/29/2018,0.03924528301887
11/05/2018,0.03924528301887
11/12/2018,0.03924528301887
11/19/2018,0.03924528301887
11/26/2018,0.03924528301887
12/03/2018,0.03924528301887
12/10/2018,0.03924528301887
12/17/2018,0.03924528301887
12/24/2018,0.03924528301887
12/31/2018,0.03924528301887
01/07/2019,0.03711538461539
01/14/2019,0.03711538461539
01/21/2019,0.03711538461539
01/28/2019,0.03711538461539
02/04/2019,0.03711538461539
02/11/2019,0.03711538461539
02/18/2019,0.03711538461539
02/25/2019,0.03711538461539
03/04/2019,0.03711538461539
03/11/2019,0.03711538461539
03/18/2019,0.03711538461539
03/25/2019,0.03711538461539
04/01/2019,0.03711538461539
04/08/2019,0.03711538461539
04/15/2019,0.03711538461539
04/22/2019,0.03711538461539
04/29/2019,0.03711538461539
05/06/2019,0.03711538461539
05/13/2019,0.03711538461539
05/20/2019,0.03711538461539
05/27/2019,0.03711538461539
06/03/2019,0.03711538461539
06/10/2019,0.03711538461539
06/17/2019,0.03711538461539
06/24/2019,0.03711538461539
07/01/2019,0.03711538461539
07/08/2019,0.03711538461539
07/15/2019,0.03711538461539
07/22/2019,0.03711538461539
07/29/2019,0.03711538461539
08/05/2019,0.03711538461539
08/12/2019,0.03711538461539
08/19/2019,0.03711538461539
08/26/2019,0.03711538461539
09/02/2019,0.03711538461539
09/09/2019,0.03711538461539
09/16/2019,0.03711538461539
09/23/2019,0.03711538461539
09/30/2019,0.03711538461539
10/07/2019,0.03711538461539
10/14/2019,0.03711538461539
10/21/2019,0.03711538461539
10/28/2019,0.03711538461539
11/04/2019,0.03711538461539
11/11/2019,0.03711538461539
11/18/2019,0.03711538461539
11/25/2019,0.03711538461539
12/02/2019,0.03711538461539
12/09/2019,0.03711538461539
12/16/2019,0.03711538461539
12/23/2019,0.03711538461539
12/30/2019,0.03711538461539
01/06/2020,0.03519230769231
01/13/2020,0.03519230769231
01/20/2020,0.03519230769231
01/27/2020,0.03519230769231
02/03/2020,0.03519230769231
02/10/2020,0.03519230769231
02/17/2020,0.03519230769231
02/24/2020,0.03519230769231
03/02/2020,0.03519230769231
03/09/2020,0.03519230769231
03/16/2020,0.03519230769231
03/23/2020,0.03519230769231
03/30/2020,0.03519230769231
04/06/2020,0.03519230769231
04/13/2020,0.03519230769231
04/20/2020,0.03519230769231
04/27/2020,0.03519230769231
05/04/2020,0.03519230769231
05/11/2020,0.03519230769231
05/18/2020,0.03519230769231
05/25/2020,0.03519230769231
06/01/2020,0.03519230769231
06/08/2020,0.03519230769231
06/15/2020,0.03519230769231
06/22/2020,0.03519230769231
06/29/2020,0.03519230769231
07/06/2020,0.03519230769231
07/13/2020,0.03519230769231
07/20/2020,0.03519230769231
07/27/2020,0.03519230769231
08/03/2020,0.03519230769231
08/10/2020,0.03519230769231
08/17/2020,0.03519230769231
08/24/2020,0.03519230769231
08/31/2020,0.03519230769231
09/07/2020,0.03519230769231
09/14/2020,0.03519230769231
09/21/2020,0.03519230769231
09/28/2020,0.03519230769231
10/05/2020,0.03519230769231
10/12/2020,0.03519230769231
10/19/2020,0.03519230769231
10/26/2020,0.03519230769231
11/02/2020,0.03519230769231
11/09/2020,0.03519230769231
11/16/2020,0.03519230769231
11/23/2020,0.03519230769231
11/30/2020,0.03519230769231
12/07/2020,0.03519230769231
12/14/2020,0.03519230769231
12/21/2020,0.03519230769231
12/28/2020,0.03519230769231
01/04/2021,0.03346153846154
01/11/2021,0.03346153846154
01/18/2021,0.03346153846154
01/25/2021,0.03346153846154
02/01/2021,0.03346153846154
02/08/2021,0.03346153846154
02/15/2021,0.03346153846154
02/22/2021,0.03346153846154
03/01/2021,0.03346153846154
03/08/2021,0.03346153846154
03/15/2021,0.03346153846154
03/22/2021,0.03346153846154
03/29/2021,0.03346153846154
04/05/2021,0.03346153846154
04/12/2021,0.03346153846154
04/19/2021,0.03346153846154
04/26/2021,0.03346153846154
05/03/2021,0.03346153846154
05/10/2021,0.03346153846154
05/17/2021,0.03346153846154
05/24/2021,0.03346153846154
05/31/2021,0.03346153846154
06/07/2021,0.03346153846154
06/14/2021,0.03346153846154
06/21/2021,0.03346153846154
06/28/2021,0.03346153846154
07/05/2021,0.03346153846154
07/12/2021,0.03346153846154
07/19/2021,0.03346153846154
07/26/2021,0.03346153846154
08/02/2021,0.03346153846154
08/09/2021,0.03346153846154
08/16/2021,0.03346153846154
08/23/2021,0.03346153846154
08/30/2021,0.03346153846154
09/06/2021,0.03346153846154
09/13/2021,0.03346153846154
09/20/2021,0.03346153846154
09/27/2021,0.03346153846154
10/04/2021,0.03346153846154
10/11/2021,0.03346153846154
10/18/2021,0.03346153846154
10/25/2021,0.03346153846154
11/01/2021,0.03346153846154
11/08/2021,0.03346153846154
11/15/2021,0.03346153846154
11/22/2021,0.03346153846154
11/29/2021,0.03346153846154
12/06/2021,0.03346153846154
12/13/2021,0.03346153846154
12/20/2021,0.03346153846154
12/27/2021,0.03346153846154
